author;mentioned;tweet_id
275547944;129861742;258855417004826624
38949045;801129876874870784;258704982424035328
410788446;567367427;258690605591453696
478473098;1189937124;258668507443654657
38949045;8077952;258650897234685952
215738185;736563;258597477316427777
736563;801129876874870784;258591962393890816
466407338;15028627;258585091528331264
86907888;492121430;258581445919002624
219352398;358280685;258537873727430657
200943429;15877009;258535755360641024
407621445;358280685;258518007062593536
37756066;358280685;258503835302121473
491530260;491530260;258489730616918016
358280685;1186290728357355521;258465159910129665
358280685;219352398;258462875411169280
160831087;567367427;258260791583707136
559896618;567367427;258237222942289920
406958525;193208669;258227126749237249
300449961;1186290728357355521;257954857560969216
466407338;466407338;257786092739231744
601191762;424458814;257044955401449472
262887324;424458814;256825359033573377
9563732;276919970;256373593875808257
122353251;55192758;256334172770160640
101750647;1189937124;256302664055414784
101750647;969554446962262018;256302664055414784
358280685;1189937124;256289961530253312
38949045;358280685;256287924725903360
375137021;303178569;256177093040275456
16011611;358280685;256117138283175936
407621445;358280685;255711492727533568
554195354;424458814;255633560126517248
856054478;180444413;255627731524546560
856054478;821800878;255627561000923136
856054478;1033654805506531329;255627005897347073
856054478;Unknown-83;255626903854129152
856054478;868641822;255626576899739649
856054478;255153035;255626542741344256
132981779;403505438;255610615626883072
358280685;8077952;255287004374376449
379226893;14436030;255028736028725248
84710756;221758681;254254855798013952
306083315;77977731;254125612850098176
169178561;301900145;253917586184622080
169178561;32451329;253917586184622080
381408516;1186290728357355521;253801298724524032
335515435;74453123;253772936211734528
258708860;1186290728357355521;253515704031121410
427625703;1186290728357355521;253479543002779648
145939072;140550105;253012515284459520
262887324;340816568;252872010986827776
631924313;2333531634;251220119584403457
631924313;631924313;251220119584403457
295081955;631924313;251218348313018368
602034369;301900145;251016125356339200
305475647;31090827;250911493439242240
97231932;31090827;250871724017598464
90618277;301900145;250865217343467520
238902661;481911722;250826492592934913
537239199;77977731;250526748129783808
163923795;77977731;250526525206691840
330302437;31090827;250500009789902848
253744722;271571170;250491210664386560
253744722;31090827;250491210664386560
271571170;31090827;250489915928899584
295081955;631924313;250483616977670144
295081955;631924313;250482990491258880
280140782;31090827;250454028444651520
318629479;31090827;250326108367646720
87456812;31090827;250299672646807552
267931218;258255201;250278033905291265
351020538;209484168;250276641224409088
274551318;78301861;250260850248667137
561519644;15907720;250247736492969985
217071732;31090827;250232151805669376
289852363;31090827;250227819018326017
224158418;31090827;250222881282347008
466354367;31090827;250202717434286080
292969669;1156284839882088453;250201100676894720
324406585;77977731;249977835157073920
46371624;77977731;249882490074963968
444770159;77977731;249767994220220416
224377255;239929660;249764385160044544
223566070;223566070;249474668174647296
209780854;303178569;249433657452929024
635617567;334199139;249150295492403202
751041786;17053937;249124013916434434
121903463;358280685;248885350561370112
322133992;288460498;248671399663792128
298678178;220625171;248557050118959104
298678178;260675012;248557050118959104
511737553;386479447;248355879194353664
128339107;93258276;248173361933459456
128339107;332881712;248173361933459456
604037631;74459779;248167427001683968
335515435;305475647;248008699614994432
317699616;305475647;247979531187666944
305475647;193208669;247975827868884992
275207815;274941650;247712195117461506
613302656;74459779;247662646730555392
358306485;498345515;247315529344380928
223783879;12403412;246659557672243200
301693041;223783879;246611153357271042
276599719;231902225;246607961336733697
516607271;317818928;246541397644169218
19178745;32451329;246525424971165696
19178745;32451329;246524882047860736
223433410;29653756;246305756067016704
223783879;61145789;246300320316153856
253492915;193208669;246147433300623360
88638894;242343224;246141498733772800
88638894;86379470;246141498733772800
88638894;327325722;246141498733772800
289556229;197148392;245945230585655297
305475647;193208669;245824163766493185
238902661;74395797;245783903007289344
238902661;Unknown-77;245783903007289344
238902661;292790139;245783903007289344
293057680;15907720;245772821450604544
85186877;193208669;245628882005405698
534857422;423762508;245530665439858688
423762508;349597743;245495308480569344
423762508;614481980;245491539625775106
209175040;18238467;245477738339786752
123261123;16084460;245441390807490560
329182161;2249007614;245298877111078912
275207815;89665190;245175178668167168
271387915;36997156;245134675608227840
351020538;209484168;245100706724466688
609228252;19923515;245095727926214656
306104545;129907921;244864936835153920
47290179;299149410;244817765431656448
206770490;574249043;244711561661399041
574249043;27038703;244703325499555840
450558003;23061724;244332987179737088
450558003;74453123;244331428979040256
270623193;224999362;244109076299132929
343588169;327325722;244055755622342656
253127353;4888738834;244031527787307008
107004672;207956727;244012472770625536
201967359;268949289;243993435932078082
237730764;74459779;243992479060357120
107004672;522089963;243990152572186624
204386447;122353251;243861853959237633
322671445;2897650221;243848138866163713
157382717;209484168;243819514133901312
207401844;122353251;243818857922437120
263591226;86379470;243800462619451392
574657028;19923515;243757218107887616
325576648;19923515;243755411310772226
478473098;298678178;243751694360510465
223783879;19923515;243749514794631169
418956882;14942445;243744466484224001
515502838;86379470;243744269196746754
298678178;22954354;243740124330987520
298678178;230512159;243740124330987520
230512159;82084630;243738832493748225
255945475;14436030;243717946306863104
254148389;15907720;243712965742845952
322731904;347347963;243710524339138560
249628458;138362417;243686128450940928
273145116;122353251;243680235629973504
292969669;140866929;243677964590538753
272684238;18238467;243669289113112576
272684238;122353251;243669289113112576
272684238;172671899;243669289113112576
223566070;18238467;243669078525505536
223566070;223566070;243669078525505536
337825612;19923515;243655409766916096
558129668;19923515;243646612247834624
558129668;19923515;243645132212142080
132843217;19923515;243642745628020736
132843217;27038703;243642583430090752
204670349;19923515;243635345269338112
122723760;27038703;243629294004350976
11401572;191410401;243628362445250560
9475232;466407338;243625261466267648
9475232;343447873;243625261466267648
366533042;27038703;243624693804974080
326735453;27038703;243624310776946688
193214868;303178569;243623437417971712
466407338;343447873;243621151304212480
468339091;460079566;243617426611253248
468339091;2249007614;243617426611253248
804520747;19923515;243615019298852864
223783879;2249007614;243610037686259712
318504870;107477644;243596492554764288
478473098;19923515;243596356097282048
478473098;293979648;243596356097282048
19614200;46668976;243584796155064320
293979648;19923515;243583679849431040
204386447;122353251;243523003659452416
149873114;8087392;243491034863136768
188075860;27038703;243480574365405186
204508249;Unknown-84;243471131225509889
204508249;534857422;243471131225509889
204508249;426468053;243471131225509889
204508249;204508249;243471131225509889
537500829;14436030;243470911678865408
326168626;27038703;243468409155768320
230419087;85285279;243466680003604480
230419087;271567977;243466680003604480
85285279;271567977;243466281746051072
70214437;27038703;243465004479832064
245717107;191410401;243464153426169856
191410401;600357063;243462899782275072
191410401;112694236;243462899782275072
796846950;27038703;243461352281223168
531443432;27038703;243461284820049920
444714795;27038703;243454132944502784
69234334;27038703;243450004105211905
17276355;120036324;243431679845347328
247741354;Unknown-78;243421515465510912
601808717;74453123;243404890796347393
113574824;267310512;243402396829622273
377304450;122353251;243397754498469888
125057456;2249007614;243376718478442497
462090951;19923515;243368766933700610
286586405;17053937;243365333224787968
286586405;96730899;243365333224787968
223783879;19923515;243325279190269952
303266049;19923515;243323878858973184
303266049;262097559;243323878858973184
224991019;2249007614;243321714514202624
534857422;19923515;243309516467363840
460031147;468339091;243302531961331712
460031147;19923515;243302531961331712
